ts_code,symbol,name,area,industry,list_date
002486.SZ,002486,嘉麟杰,上海,服饰,20101015
002487.SZ,002487,大金重工,辽宁,电气设备,20101015
002488.SZ,002488,金固股份,浙江,汽车配件,20101021
002489.SZ,002489,浙江永强,浙江,家居用品,20101021
002490.SZ,002490,ST墨龙,山东,化工机械,20101021
002491.SZ,002491,通鼎互联,江苏,通信设备,20101021
002492.SZ,002492,恒基达鑫,广东,仓储物流,20101102
002493.SZ,002493,荣盛石化,浙江,化纤,20101102
002494.SZ,002494,华斯股份,河北,服饰,20101102
002495.SZ,002495,佳隆股份,广东,食品,20101102
002496.SZ,002496,辉丰股份,江苏,农药化肥,20101109
002497.SZ,002497,雅化集团,四川,小金属,20101109
002498.SZ,002498,汉缆股份,山东,电气设备,20101109
002500.SZ,002500,山西证券,山西,证券,20101115
002501.SZ,002501,利源股份,吉林,铝,20101117
002502.SZ,002502,ST鼎龙,广东,互联网,20101117
002505.SZ,002505,鹏都农牧,湖南,商贸代理,20101118
002506.SZ,002506,协鑫集成,上海,电气设备,20101118
002507.SZ,002507,涪陵榨菜,重庆,食品,20101123
002508.SZ,002508,老板电器,浙江,家用电器,20101123
002510.SZ,002510,天汽模,天津,汽车配件,20101125
002511.SZ,002511,中顺洁柔,广东,造纸,20101125
002512.SZ,002512,达华智能,福建,元器件,20101203
002513.SZ,002513,蓝丰生化,江苏,农药化肥,20101203
002514.SZ,002514,宝馨科技,江苏,机械基件,20101203
002515.SZ,002515,金字火腿,浙江,食品,20101203
002516.SZ,002516,旷达科技,江苏,汽车配件,20101207
002517.SZ,002517,恺英网络,福建,互联网,20101207
002518.SZ,002518,科士达,深圳,电气设备,20101207
002519.SZ,002519,银河电子,江苏,通信设备,20101207
002520.SZ,002520,日发精机,浙江,机床制造,20101210
002521.SZ,002521,齐峰新材,山东,造纸,20101210
002522.SZ,002522,浙江众成,浙江,塑料,20101210
002523.SZ,002523,天桥起重,湖南,工程机械,20101210
002524.SZ,002524,光正眼科,新疆,医疗保健,20101217
002526.SZ,002526,山东矿机,山东,工程机械,20101217
002527.SZ,002527,新时达,上海,电器仪表,20101224
002528.SZ,002528,ST英飞拓,深圳,IT设备,20101224
002529.SZ,002529,海源复材,江西,专用机械,20101224
002530.SZ,002530,金财互联,江苏,专用机械,20101231
002531.SZ,002531,天顺风能,江苏,电气设备,20101231
002532.SZ,002532,天山铝业,浙江,铝,20101231
002533.SZ,002533,金杯电工,湖南,电气设备,20101231
002534.SZ,002534,西子洁能,浙江,专用机械,20110110
002535.SZ,002535,林州重机,河南,工程机械,20110111
002536.SZ,002536,飞龙股份,河南,汽车配件,20110111
002537.SZ,002537,海联金汇,山东,汽车配件,20110110
002538.SZ,002538,司尔特,安徽,农药化肥,20110118
002539.SZ,002539,云图控股,四川,农药化肥,20110118
002540.SZ,002540,亚太科技,江苏,铝,20110118
002541.SZ,002541,鸿路钢构,安徽,钢加工,20110118
002542.SZ,002542,中化岩土,北京,建筑工程,20110128
002543.SZ,002543,万和电气,广东,家用电器,20110128
002544.SZ,002544,普天科技,广东,通信设备,20110128
002545.SZ,002545,东方铁塔,山东,农药化肥,20110211
002546.SZ,002546,新联电子,江苏,电气设备,20110211
002547.SZ,002547,春兴精工,江苏,汽车配件,20110218
002548.SZ,002548,金新农,深圳,饲料,20110218
002549.SZ,002549,凯美特气,湖南,环境保护,20110218
002550.SZ,002550,千红制药,江苏,生物制药,20110218
002551.SZ,002551,尚荣医疗,深圳,医疗保健,20110225
002552.SZ,002552,宝鼎科技,浙江,元器件,20110225
002553.SZ,002553,南方精工,江苏,汽车配件,20110225
002554.SZ,002554,惠博普,湖南,石油开采,20110225
002555.SZ,002555,三七互娱,安徽,互联网,20110302
002556.SZ,002556,辉隆股份,安徽,农药化肥,20110302
002557.SZ,002557,洽洽食品,安徽,食品,20110302
002558.SZ,002558,巨人网络,重庆,互联网,20110302
002559.SZ,002559,亚威股份,江苏,机床制造,20110303
002560.SZ,002560,通达股份,河南,电气设备,20110303
002561.SZ,002561,徐家汇,上海,百货,20110303
002562.SZ,002562,兄弟科技,浙江,化学制药,20110310
002563.SZ,002563,森马服饰,浙江,服饰,20110311
002564.SZ,002564,*ST天沃,江苏,化工机械,20110310
002565.SZ,002565,顺灏股份,上海,造纸,20110318
002566.SZ,002566,益盛药业,吉林,中成药,20110318
002567.SZ,002567,唐人神,湖南,饲料,20110325
002568.SZ,002568,百润股份,上海,红黄酒,20110325
002569.SZ,002569,ST步森,浙江,服饰,20110412
002570.SZ,002570,贝因美,浙江,乳制品,20110412
002571.SZ,002571,德力股份,安徽,家居用品,20110412
002572.SZ,002572,索菲亚,广东,家居用品,20110412
002573.SZ,002573,清新环境,北京,环境保护,20110422
002574.SZ,002574,明牌珠宝,浙江,服饰,20110422
002575.SZ,002575,群兴玩具,广东,文教休闲,20110422
002576.SZ,002576,通达动力,江苏,电气设备,20110428
002577.SZ,002577,雷柏科技,深圳,IT设备,20110428
002578.SZ,002578,闽发铝业,福建,铝,20110428
002579.SZ,002579,中京电子,广东,元器件,20110506
002580.SZ,002580,圣阳股份,山东,电气设备,20110506
002581.SZ,002581,未名医药,山东,生物制药,20110520
002582.SZ,002582,好想你,河南,食品,20110520
002583.SZ,002583,海能达,深圳,通信设备,20110527
002584.SZ,002584,西陇科学,广东,化工原料,20110602
002585.SZ,002585,双星新材,江苏,塑料,20110602
002586.SZ,002586,*ST围海,浙江,建筑工程,20110602
002587.SZ,002587,奥拓电子,深圳,元器件,20110610
002588.SZ,002588,史丹利,山东,农药化肥,20110610
002589.SZ,002589,瑞康医药,山东,医药商业,20110610
002590.SZ,002590,万安科技,浙江,汽车配件,20110610
002591.SZ,002591,恒大高新,江西,环境保护,20110621
002592.SZ,002592,ST八菱,广西,汽车配件,20111111
002593.SZ,002593,日上集团,福建,钢加工,20110628
002594.SZ,002594,比亚迪,深圳,汽车整车,20110630
002595.SZ,002595,豪迈科技,山东,专用机械,20110628
002596.SZ,002596,海南瑞泽,海南,其他建材,20110707
002597.SZ,002597,金禾实业,安徽,食品,20110707
002598.SZ,002598,山东章鼓,山东,机械基件,20110707
002599.SZ,002599,盛通股份,北京,广告包装,20110715
002600.SZ,002600,领益智造,广东,元器件,20110715
002601.SZ,002601,龙佰集团,河南,化工原料,20110715
002602.SZ,002602,世纪华通,浙江,互联网,20110728
002603.SZ,002603,以岭药业,河北,中成药,20110728
002605.SZ,002605,姚记科技,上海,互联网,20110805
002606.SZ,002606,大连电瓷,辽宁,电气设备,20110805
002607.SZ,002607,中公教育,安徽,文教休闲,20110810
002608.SZ,002608,江苏国信,江苏,火力发电,20110810
002609.SZ,002609,捷顺科技,深圳,软件服务,20110815
002610.SZ,002610,ST爱康,浙江,电气设备,20110815
002611.SZ,002611,东方精工,广东,轻工机械,20110830
002612.SZ,002612,朗姿股份,北京,服饰,20110830
002613.SZ,002613,北玻股份,河南,专用机械,20110830
002614.SZ,002614,奥佳华,福建,家用电器,20110909
002615.SZ,002615,哈尔斯,浙江,家居用品,20110909
002616.SZ,002616,长青集团,广东,环境保护,20110920
002617.SZ,002617,露笑科技,浙江,电气设备,20110920
002620.SZ,002620,瑞和股份,深圳,装修装饰,20110929
002621.SZ,002621,*ST美吉,辽宁,文教休闲,20110929
002622.SZ,002622,皓宸医疗,吉林,医疗保健,20111018
002623.SZ,002623,亚玛顿,江苏,玻璃,20111013
002624.SZ,002624,完美世界,浙江,互联网,20111028
002625.SZ,002625,光启技术,深圳,航空,20111103
002626.SZ,002626,金达威,福建,医疗保健,20111028
002627.SZ,002627,三峡旅游,湖北,旅游景点,20111103
002628.SZ,002628,成都路桥,四川,建筑工程,20111103
002629.SZ,002629,仁智股份,浙江,石油开采,20111103
002630.SZ,002630,华西能源,四川,专用机械,20111111
002631.SZ,002631,德尔未来,江苏,家居用品,20111111
002632.SZ,002632,道明光学,浙江,塑料,20111122
002633.SZ,002633,申科股份,浙江,机械基件,20111122
002634.SZ,002634,棒杰股份,浙江,服饰,20111205
002635.SZ,002635,安洁科技,江苏,元器件,20111125
002636.SZ,002636,金安国纪,上海,元器件,20111125
002637.SZ,002637,赞宇科技,浙江,日用化工,20111125
002638.SZ,002638,勤上股份,广东,半导体,20111125
002639.SZ,002639,雪人股份,福建,专用机械,20111205
002640.SZ,002640,跨境通,山西,互联网,20111208
002641.SZ,002641,公元股份,浙江,塑料,20111208
002642.SZ,002642,荣联科技,北京,软件服务,20111220
002643.SZ,002643,万润股份,山东,化工原料,20111220
002644.SZ,002644,佛慈制药,甘肃,中成药,20111222
002645.SZ,002645,华宏科技,江苏,专用机械,20111220
002646.SZ,002646,天佑德酒,青海,白酒,20111222
002647.SZ,002647,仁东控股,广东,多元金融,20111228
002648.SZ,002648,卫星化学,浙江,化工原料,20111228
002649.SZ,002649,博彦科技,北京,软件服务,20120106
002650.SZ,002650,ST加加,湖南,食品,20120106
002651.SZ,002651,利君股份,四川,专用机械,20120106
002652.SZ,002652,扬子新材,江苏,其他建材,20120119
002653.SZ,002653,海思科,西藏,化学制药,20120117
002654.SZ,002654,万润科技,深圳,互联网,20120217
002655.SZ,002655,共达电声,山东,元器件,20120217
002656.SZ,002656,ST摩登,广东,服饰,20120228
002657.SZ,002657,中科金财,北京,软件服务,20120228
002658.SZ,002658,雪迪龙,北京,环境保护,20120309
002659.SZ,002659,凯文教育,北京,文教休闲,20120309
002660.SZ,002660,茂硕电源,深圳,电气设备,20120316
002661.SZ,002661,克明食品,湖南,食品,20120316
002662.SZ,002662,京威股份,北京,汽车配件,20120309
002663.SZ,002663,普邦股份,广东,建筑工程,20120316
002664.SZ,002664,信质集团,浙江,汽车配件,20120316
002665.SZ,002665,ST航高,甘肃,电气设备,20120327
002666.SZ,002666,德联集团,广东,化工原料,20120327
002667.SZ,002667,威领股份,湖南,小金属,20120329
002668.SZ,002668,奥马电器,广东,家用电器,20120416
002669.SZ,002669,康达新材,上海,化工原料,20120416
002670.SZ,002670,国盛金控,江西,证券,20120416
002671.SZ,002671,龙泉股份,山东,水泥,20120426
002672.SZ,002672,东江环保,深圳,环境保护,20120426
002673.SZ,002673,西部证券,陕西,证券,20120503
002674.SZ,002674,兴业科技,福建,纺织,20120507
002675.SZ,002675,东诚药业,山东,化学制药,20120525
002676.SZ,002676,顺威股份,广东,家用电器,20120525
002677.SZ,002677,浙江美大,浙江,家用电器,20120525
002678.SZ,002678,珠江钢琴,广东,文教休闲,20120530
002679.SZ,002679,福建金森,福建,林业,20120605
002681.SZ,002681,奋达科技,深圳,元器件,20120605
002682.SZ,002682,龙洲股份,福建,仓储物流,20120612
002683.SZ,002683,广东宏大,广东,化工原料,20120612
002685.SZ,002685,华东重机,江苏,机床制造,20120612
002686.SZ,002686,亿利达,浙江,专用机械,20120703
002687.SZ,002687,乔治白,浙江,服饰,20120713
002688.SZ,002688,金河生物,内蒙,农业综合,20120713
002689.SZ,002689,远大智能,辽宁,运输设备,20120717
002690.SZ,002690,美亚光电,安徽,专用机械,20120731
002691.SZ,002691,冀凯股份,河北,专用机械,20120731
002692.SZ,002692,远程股份,江苏,电气设备,20120808
002693.SZ,002693,双成药业,海南,生物制药,20120808
002694.SZ,002694,顾地科技,湖北,塑料,20120816
002695.SZ,002695,煌上煌,江西,食品,20120905
002696.SZ,002696,百洋股份,广西,饲料,20120905
002697.SZ,002697,红旗连锁,四川,超市连锁,20120905
002698.SZ,002698,博实股份,黑龙江,化工机械,20120911
002699.SZ,002699,*ST美盛,浙江,影视音像,20120911
002700.SZ,002700,ST浩源,新疆,供气供热,20120921
002701.SZ,002701,奥瑞金,北京,广告包装,20121011
002702.SZ,002702,海欣食品,福建,食品,20121011
002703.SZ,002703,浙江世宝,浙江,汽车配件,20121102
002705.SZ,002705,新宝股份,广东,家用电器,20140121
002706.SZ,002706,良信股份,上海,电气设备,20140121
002707.SZ,002707,众信旅游,北京,旅游服务,20140123
002708.SZ,002708,光洋股份,江苏,汽车配件,20140121
002709.SZ,002709,天赐材料,广东,化工原料,20140123
002712.SZ,002712,思美传媒,浙江,广告包装,20140123
002713.SZ,002713,东易日盛,北京,装修装饰,20140219
002714.SZ,002714,牧原股份,河南,农业综合,20140128
002715.SZ,002715,登云股份,广东,汽车配件,20140219
002716.SZ,002716,湖南白银,湖南,小金属,20140128
002717.SZ,002717,岭南股份,广东,环境保护,20140219
002718.SZ,002718,友邦吊顶,浙江,其他建材,20140128
002719.SZ,002719,麦趣尔,新疆,乳制品,20140128
002721.SZ,002721,*ST金一,北京,服饰,20140127
002722.SZ,002722,物产金轮,江苏,纺织机械,20140128
002723.SZ,002723,小崧股份,广东,家用电器,20140129
002724.SZ,002724,海洋王,深圳,元器件,20141104
002725.SZ,002725,跃岭股份,浙江,汽车配件,20140129
002726.SZ,002726,龙大美食,山东,食品,20140626
002727.SZ,002727,一心堂,云南,医药商业,20140702
002728.SZ,002728,特一药业,广东,中成药,20140731
002729.SZ,002729,好利科技,福建,元器件,20140912
002730.SZ,002730,电光科技,浙江,专用机械,20141009
002731.SZ,002731,萃华珠宝,辽宁,服饰,20141104
002732.SZ,002732,燕塘乳业,广东,乳制品,20141205
002733.SZ,002733,雄韬股份,深圳,电气设备,20141203
002734.SZ,002734,利民股份,江苏,农药化肥,20150127
002735.SZ,002735,王子新材,深圳,塑料,20141203
002736.SZ,002736,国信证券,深圳,证券,20141229
002737.SZ,002737,葵花药业,黑龙江,中成药,20141230
002738.SZ,002738,中矿资源,北京,小金属,20141230
002739.SZ,002739,万达电影,北京,影视音像,20150122
002741.SZ,002741,光华科技,广东,化工原料,20150216
002742.SZ,002742,ST三圣,重庆,其他建材,20150217
002743.SZ,002743,富煌钢构,安徽,钢加工,20150217
002745.SZ,002745,木林森,广东,元器件,20150217
002746.SZ,002746,仙坛股份,山东,农业综合,20150216
002747.SZ,002747,埃斯顿,江苏,机械基件,20150320
002748.SZ,002748,世龙实业,江西,化工原料,20150319
002749.SZ,002749,国光股份,四川,农药化肥,20150320
002750.SZ,002750,*ST龙津,云南,中成药,20150324
002752.SZ,002752,昇兴股份,福建,广告包装,20150422
002753.SZ,002753,永东股份,山西,化工原料,20150519
002755.SZ,002755,奥赛康,北京,化学制药,20150515
002756.SZ,002756,永兴材料,浙江,小金属,20150515
002757.SZ,002757,南兴股份,广东,专用机械,20150527
002758.SZ,002758,浙农股份,浙江,汽车服务,20150527
002759.SZ,002759,天际股份,广东,家用电器,20150528
002760.SZ,002760,凤形股份,江西,机械基件,20150611
002761.SZ,002761,浙江建投,浙江,建筑工程,20150610
002762.SZ,002762,金发拉比,广东,服饰,20150610
002763.SZ,002763,汇洁股份,深圳,服饰,20150610
002765.SZ,002765,蓝黛科技,重庆,元器件,20150612
002766.SZ,002766,索菱股份,深圳,汽车配件,20150611
002767.SZ,002767,先锋电子,浙江,电器仪表,20150612
002768.SZ,002768,国恩股份,山东,塑料,20150630
002769.SZ,002769,普路通,深圳,仓储物流,20150629
002771.SZ,002771,真视通,北京,软件服务,20150629
002772.SZ,002772,众兴菌业,甘肃,种植业,20150626
002773.SZ,002773,康弘药业,四川,化学制药,20150626
002774.SZ,002774,快意电梯,广东,运输设备,20170324
002775.SZ,002775,文科股份,广东,建筑工程,20150629
002777.SZ,002777,久远银海,四川,软件服务,20151231
002778.SZ,002778,中晟高科,江苏,环境保护,20160106
002779.SZ,002779,中坚科技,浙江,农用机械,20151209
002780.SZ,002780,三夫户外,北京,服饰,20151209
002782.SZ,002782,可立克,深圳,电气设备,20151222
002783.SZ,002783,凯龙股份,湖北,化工原料,20151209
002785.SZ,002785,万里石,福建,其他建材,20151223
002786.SZ,002786,银宝山新,深圳,专用机械,20151223
002787.SZ,002787,华源控股,江苏,广告包装,20151231
002788.SZ,002788,鹭燕医药,福建,医药商业,20160218
002789.SZ,002789,建艺集团,深圳,装修装饰,20160311
002790.SZ,002790,瑞尔特,福建,家居用品,20160308
002791.SZ,002791,坚朗五金,广东,其他建材,20160329
002792.SZ,002792,通宇通讯,广东,通信设备,20160328
002793.SZ,002793,罗欣药业,山东,化学制药,20160415
002795.SZ,002795,永和智控,浙江,机械基件,20160428
002796.SZ,002796,世嘉科技,江苏,通信设备,20160510
002797.SZ,002797,第一创业,深圳,证券,20160511
002798.SZ,002798,帝欧家居,四川,家居用品,20160525
002799.SZ,002799,环球印务,陕西,广告包装,20160608
002800.SZ,002800,ST天顺,新疆,仓储物流,20160530
002801.SZ,002801,微光股份,浙江,电气设备,20160622
002802.SZ,002802,洪汇新材,江苏,化工原料,20160629
002803.SZ,002803,吉宏股份,福建,互联网,20160712
002805.SZ,002805,丰元股份,山东,电气设备,20160707
002806.SZ,002806,华锋股份,广东,汽车配件,20160726
002807.SZ,002807,江阴银行,江苏,银行,20160902
002808.SZ,002808,ST恒久,江苏,元器件,20160812
002809.SZ,002809,红墙股份,广东,化工原料,20160823
002810.SZ,002810,山东赫达,山东,化工原料,20160826
002811.SZ,002811,郑中设计,深圳,装修装饰,20160908
002812.SZ,002812,恩捷股份,云南,电气设备,20160914
002813.SZ,002813,路畅科技,深圳,汽车配件,20161012
002815.SZ,002815,崇达技术,深圳,元器件,20161012
002816.SZ,002816,*ST和科,深圳,专用机械,20161025
002817.SZ,002817,黄山胶囊,安徽,化学制药,20161025
002818.SZ,002818,富森美,四川,其他商业,20161109
002819.SZ,002819,东方中科,北京,电器仪表,20161111
002820.SZ,002820,桂发祥,天津,食品,20161118
002821.SZ,002821,凯莱英,天津,生物制药,20161118
002822.SZ,002822,ST中装,深圳,装修装饰,20161129
002823.SZ,002823,凯中精密,深圳,机械基件,20161124
002824.SZ,002824,和胜股份,广东,铝,20170112
002825.SZ,002825,纳尔股份,上海,化工原料,20161129
002826.SZ,002826,易明医药,西藏,化学制药,20161209
002827.SZ,002827,高争民爆,西藏,化工原料,20161209
002828.SZ,002828,贝肯能源,新疆,石油开采,20161208
002829.SZ,002829,星网宇达,北京,航空,20161213
002830.SZ,002830,名雕股份,深圳,装修装饰,20161213
002831.SZ,002831,裕同科技,深圳,广告包装,20161216
002832.SZ,002832,比音勒芬,广东,服饰,20161223
002833.SZ,002833,弘亚数控,广东,专用机械,20161228
002835.SZ,002835,同为股份,深圳,IT设备,20161228
002836.SZ,002836,新宏泽,广东,广告包装,20161229
002837.SZ,002837,英维克,深圳,专用机械,20161229
002838.SZ,002838,道恩股份,山东,塑料,20170106
002839.SZ,002839,张家港行,江苏,银行,20170124
002840.SZ,002840,华统股份,浙江,食品,20170110
002841.SZ,002841,视源股份,广东,元器件,20170119
002842.SZ,002842,翔鹭钨业,广东,小金属,20170119
002843.SZ,002843,泰嘉股份,湖南,钢加工,20170120
002845.SZ,002845,同兴达,深圳,元器件,20170125
002846.SZ,002846,英联股份,广东,广告包装,20170207
002847.SZ,002847,盐津铺子,湖南,食品,20170208
002848.SZ,002848,高斯贝尔,湖南,家用电器,20170213
002849.SZ,002849,威星智能,浙江,电器仪表,20170217
002850.SZ,002850,科达利,深圳,电气设备,20170302
002851.SZ,002851,麦格米特,深圳,电气设备,20170306
002852.SZ,002852,道道全,湖南,食品,20170310
002853.SZ,002853,皮阿诺,广东,家居用品,20170310
002855.SZ,002855,捷荣技术,广东,元器件,20170321
002856.SZ,002856,美芝股份,深圳,装修装饰,20170320
002857.SZ,002857,三晖电气,河南,电器仪表,20170323
002858.SZ,002858,力盛体育,上海,文教休闲,20170324
002859.SZ,002859,洁美科技,浙江,元器件,20170407
002860.SZ,002860,星帅尔,浙江,家用电器,20170412
002861.SZ,002861,瀛通通讯,湖北,元器件,20170413
002862.SZ,002862,实丰文化,广东,文教休闲,20170411
002863.SZ,002863,今飞凯达,浙江,汽车配件,20170418
002864.SZ,002864,盘龙药业,陕西,中成药,20171116
002865.SZ,002865,钧达股份,海南,电气设备,20170425
002866.SZ,002866,传艺科技,江苏,IT设备,20170426
002867.SZ,002867,周大生,深圳,服饰,20170427
002868.SZ,002868,绿康生化,福建,农业综合,20170503
002869.SZ,002869,金溢科技,深圳,通信设备,20170515
002870.SZ,002870,香山股份,广东,汽车配件,20170515
002871.SZ,002871,伟隆股份,山东,机械基件,20170511
002872.SZ,002872,ST天圣,重庆,医药商业,20170519
002873.SZ,002873,新天药业,贵州,中成药,20170519
002875.SZ,002875,安奈儿,深圳,服饰,20170601
002876.SZ,002876,三利谱,深圳,元器件,20170525
002877.SZ,002877,智能自控,江苏,机械基件,20170605
002878.SZ,002878,元隆雅图,北京,广告包装,20170606
002879.SZ,002879,长缆科技,湖南,电气设备,20170707
002880.SZ,002880,卫光生物,深圳,生物制药,20170616
002881.SZ,002881,美格智能,深圳,通信设备,20170622
002882.SZ,002882,金龙羽,深圳,电气设备,20170717
002883.SZ,002883,中设股份,江苏,建筑工程,20170620
002884.SZ,002884,凌霄泵业,广东,机械基件,20170711
002885.SZ,002885,京泉华,深圳,元器件,20170627
002886.SZ,002886,沃特股份,深圳,塑料,20170627
002887.SZ,002887,绿茵生态,天津,环境保护,20170801
002888.SZ,002888,惠威科技,广东,元器件,20170721
002889.SZ,002889,东方嘉盛,深圳,仓储物流,20170731
002890.SZ,002890,弘宇股份,山东,农用机械,20170802
002891.SZ,002891,中宠股份,山东,饲料,20170821
002892.SZ,002892,科力尔,湖南,电气设备,20170817
002893.SZ,002893,京能热力,北京,供气供热,20170915
002895.SZ,002895,川恒股份,贵州,化工原料,20170825
002896.SZ,002896,中大力德,浙江,机械基件,20170829
002897.SZ,002897,意华股份,浙江,元器件,20170907
002898.SZ,002898,赛隆药业,广东,化学制药,20170912
002899.SZ,002899,英派斯,山东,文教休闲,20170915
002900.SZ,002900,哈三联,黑龙江,化学制药,20170922
002901.SZ,002901,大博医疗,福建,医疗保健,20170922
002902.SZ,002902,铭普光磁,广东,通信设备,20170929
002903.SZ,002903,宇环数控,湖南,机床制造,20171013
002905.SZ,002905,金逸影视,广东,影视音像,20171016
002906.SZ,002906,华阳集团,广东,汽车配件,20171013
002907.SZ,002907,华森制药,重庆,中成药,20171020
002908.SZ,002908,德生科技,广东,元器件,20171020
002909.SZ,002909,集泰股份,广东,化工原料,20171026
002910.SZ,002910,庄园牧场,甘肃,乳制品,20171031
002911.SZ,002911,佛燃能源,广东,供气供热,20171122
002912.SZ,002912,中新赛克,深圳,IT设备,20171121
002913.SZ,002913,奥士康,湖南,元器件,20171201
002915.SZ,002915,中欣氟材,浙江,化工原料,20171205
002916.SZ,002916,深南电路,深圳,元器件,20171213
002917.SZ,002917,金奥博,深圳,化工原料,20171208
002918.SZ,002918,蒙娜丽莎,广东,陶瓷,20171219
002919.SZ,002919,名臣健康,广东,互联网,20171218
002920.SZ,002920,德赛西威,广东,汽车配件,20171226
002921.SZ,002921,联诚精密,山东,汽车配件,20171227
002922.SZ,002922,伊戈尔,广东,电气设备,20171229
002923.SZ,002923,润都股份,广东,化学制药,20180105
002925.SZ,002925,盈趣科技,福建,元器件,20180115
002926.SZ,002926,华西证券,四川,证券,20180205
002927.SZ,002927,泰永长征,贵州,电气设备,20180223
002928.SZ,002928,华夏航空,贵州,空运,20180302
002929.SZ,002929,润建股份,广西,通信设备,20180301
002930.SZ,002930,宏川智慧,广东,仓储物流,20180328
002931.SZ,002931,锋龙股份,浙江,机械基件,20180403
002932.SZ,002932,明德生物,湖北,医疗保健,20180710
002933.SZ,002933,新兴装备,北京,航空,20180828
002935.SZ,002935,天奥电子,四川,航空,20180903
002936.SZ,002936,郑州银行,河南,银行,20180919
002937.SZ,002937,兴瑞科技,浙江,元器件,20180926
002938.SZ,002938,鹏鼎控股,深圳,元器件,20180918
002939.SZ,002939,长城证券,深圳,证券,20181026
002940.SZ,002940,昂利康,浙江,化学制药,20181023
002941.SZ,002941,新疆交建,新疆,建筑工程,20181128
002942.SZ,002942,新农股份,浙江,农药化肥,20181205
002943.SZ,002943,宇晶股份,湖南,机床制造,20181129
002945.SZ,002945,华林证券,西藏,证券,20190117
002946.SZ,002946,新乳业,四川,乳制品,20190125
002947.SZ,002947,恒铭达,江苏,元器件,20190201
002948.SZ,002948,青岛银行,山东,银行,20190116
002949.SZ,002949,华阳国际,深圳,建筑工程,20190226
002950.SZ,002950,奥美医疗,湖北,医疗保健,20190311
002951.SZ,002951,*ST金时,四川,广告包装,20190315
002952.SZ,002952,亚世光电,辽宁,元器件,20190328
002953.SZ,002953,日丰股份,广东,电气设备,20190509
002955.SZ,002955,鸿合科技,深圳,IT设备,20190523
002956.SZ,002956,西麦食品,广西,食品,20190619
002957.SZ,002957,科瑞技术,深圳,专用机械,20190726
002958.SZ,002958,青农商行,山东,银行,20190326
002959.SZ,002959,小熊电器,广东,家用电器,20190823
002960.SZ,002960,青鸟消防,河北,专用机械,20190809
002961.SZ,002961,瑞达期货,福建,多元金融,20190905
002962.SZ,002962,五方光电,湖北,元器件,20190917
002963.SZ,002963,豪尔赛,北京,装修装饰,20191028
002965.SZ,002965,祥鑫科技,广东,汽车配件,20191025
002966.SZ,002966,苏州银行,江苏,银行,20190802
002967.SZ,002967,广电计量,广东,电器仪表,20191108
002968.SZ,002968,新大正,重庆,房产服务,20191203
002969.SZ,002969,嘉美包装,安徽,广告包装,20191202
002970.SZ,002970,锐明技术,深圳,IT设备,20191217
002971.SZ,002971,和远气体,湖北,化工原料,20200113
002972.SZ,002972,科安达,深圳,运输设备,20191227
002973.SZ,002973,侨银股份,广东,环境保护,20200106
002975.SZ,002975,博杰股份,广东,专用机械,20200205
002976.SZ,002976,瑞玛精密,江苏,汽车配件,20200306
002977.SZ,002977,天箭科技,四川,通信设备,20200317
002978.SZ,002978,安宁股份,四川,小金属,20200417
002979.SZ,002979,雷赛智能,深圳,专用机械,20200408
002980.SZ,002980,华盛昌,深圳,电器仪表,20200415
002981.SZ,002981,朝阳科技,广东,元器件,20200417
002982.SZ,002982,湘佳股份,湖南,农业综合,20200424
002983.SZ,002983,芯瑞达,安徽,元器件,20200428
002984.SZ,002984,森麒麟,山东,汽车配件,20200911
002985.SZ,002985,北摩高科,北京,航空,20200429
002986.SZ,002986,宇新股份,广东,化工原料,20200602
002987.SZ,002987,京北方,北京,软件服务,20200507
002988.SZ,002988,豪美新材,广东,铝,20200518
002989.SZ,002989,中天精装,深圳,装修装饰,20200610
002990.SZ,002990,盛视科技,深圳,软件服务,20200525
002991.SZ,002991,甘源食品,江西,食品,20200731
002992.SZ,002992,宝明科技,深圳,元器件,20200803
002993.SZ,002993,奥海科技,广东,元器件,20200817
002995.SZ,002995,天地在线,北京,互联网,20200805
002996.SZ,002996,顺博合金,重庆,铝,20200828
002997.SZ,002997,瑞鹄模具,安徽,专用机械,20200903
002998.SZ,002998,优彩资源,江苏,化纤,20200925
002999.SZ,002999,天禾股份,广东,批发业,20200903
003000.SZ,003000,劲仔食品,湖南,食品,20200914
003001.SZ,003001,中岩大地,北京,建筑工程,20201013
003002.SZ,003002,壶化股份,山西,化工原料,20200922
003003.SZ,003003,天元股份,广东,广告包装,20200921
003004.SZ,003004,声迅股份,北京,软件服务,20201126
003005.SZ,003005,竞业达,北京,软件服务,20200922
003006.SZ,003006,百亚股份,重庆,造纸,20200921
003007.SZ,003007,直真科技,北京,软件服务,20200923
003008.SZ,003008,开普检测,河南,电气设备,20200923
003009.SZ,003009,中天火箭,陕西,航空,20200925
003010.SZ,003010,若羽臣,广东,互联网,20200925
003011.SZ,003011,海象新材,浙江,家居用品,20200930
003012.SZ,003012,东鹏控股,广东,陶瓷,20201019
003013.SZ,003013,地铁设计,广东,建筑工程,20201022
003015.SZ,003015,日久光电,江苏,元器件,20201021
003016.SZ,003016,欣贺股份,福建,服饰,20201026
003017.SZ,003017,大洋生物,浙江,化工原料,20201026
003018.SZ,003018,金富科技,广东,塑料,20201106
003019.SZ,003019,宸展光电,福建,元器件,20201117
